åŸŽå¸‚è¡Œæ”¿åŒºåˆ’ä»£ç ,åŸŽå¸‚å,åœ°é“ç«™ID,åœ°é“ç«™å,ç»åº¦,çº¬åº¦,æ‰€å±žçº¿è·¯
1100,±±¾©,110100023098016,¸´ÐËÃÅ,116.356866,39.907242,110100023110|110100023098
1100,±±¾©,110100023076018,Î÷µ¥,116.374072,39.907383,110100023110|110100023076
1100,±±¾©,110100023110015,Ìì°²ÃÅÎ÷,116.391278,39.907472,110100023110
1100,±±¾©,110100023110016,Ìì°²ÃÅ¶«,116.401216,39.907780,110100023110
1100,±±¾©,110100023110017,Íõ¸®¾®,116.411571,39.908069,110100023110|110100023114
1100,±±¾©,110100023100007,¶«µ¥,116.418480,39.908325,110100023110|110100023100
1100,±±¾©,110100023098009,½¨¹úÃÅ,116.435806,39.908501,110100023110|110100023098
1100,±±¾©,110100023110020,ÓÀ°²Àï,116.450497,39.908454,110100023110
1100,±±¾©,110100023110021,¹úÃ³,116.461841,39.909104,110100023110|110100023282
1100,±±¾©,110100023110022,´óÍûÂ·,116.475783,39.908287,110100023110|900000028907
1100,±±¾©,110100023110023,ËÄ»Ý,116.495456,39.908749,110100023110
1100,±±¾©,110100023110024,ËÄ»Ý¶«,116.515664,39.908495,110100023110
1100,±±¾©,110100023110038,¸ß±®µê,116.531421,39.909448,110100023110
1100,±±¾©,110100023110039,´«Ã½´óÑ§,116.554639,39.909215,110100023110
1100,±±¾©,110100023110040,Ë«ÇÅ,116.576760,39.910140,110100023110
1100,±±¾©,110100023110041,¹Ü×¯,116.599002,39.909090,110100023110
1100,±±¾©,110100023110042,°ËÀïÇÅ,116.618658,39.906121,110100023110
1100,±±¾©,110100023110043,Í¨ÖÝ±±Ô·,116.637252,39.903864,110100023110
1100,±±¾©,110100023110044,¹ûÔ°,116.646621,39.893329,110100023110
1100,±±¾©,110100023110045,¾Å¿ÃÊ÷,116.657533,39.890278,110100023110
1100,±±¾©,110100023110046,ÀæÔ°,116.668720,39.883677,110100023110
1100,±±¾©,110100023110047,ÁÙºÓÀï,116.678811,39.875496,110100023110
1100,±±¾©,110100023110048,ÍÁÇÅ,116.686349,39.871926,110100023110
1100,±±¾©,110100023054032,»¨×¯,116.695495,39.856722,110100023110|110100023054
1100,±±¾©,110100023054033,»·Çò¶È¼ÙÇø,116.679099,39.849152,110100023110|110100023054
1100,±±¾©,110100023098002,»ýË®Ì¶,116.373126,39.948653,110100023098|900000079004
1100,±±¾©,110100023098003,¹ÄÂ¥´ó½Ö,116.393776,39.948972,110100023098|110100023114
1100,±±¾©,110100023098004,°²¶¨ÃÅ,116.408240,39.949180,110100023098
1100,±±¾©,110100023098005,ÓººÍ¹¬,116.417069,39.949336,110100023098|110100023100
1100,±±¾©,110100023096004,¶«Ö±ÃÅ,116.435842,39.941626,110100023098|110100033066|110100023096
1100,±±¾©,110100023098007,¶«ËÄÊ®Ìõ,116.434133,39.933801,110100023098
1100,±±¾©,110100023098008,³¯ÑôÃÅ,116.434584,39.924499,110100023098|110100023339
1100,±±¾©,110100023098010,±±¾©Õ¾,116.427287,39.904983,110100023098
1100,±±¾©,110100023098011,³çÎÄÃÅ,116.417093,39.901063,110100023098|110100023100
1100,±±¾©,110100023098012,Ç°ÃÅ,116.397937,39.900192,110100023098|110100023114
1100,±±¾©,110100023098013,ºÍÆ½ÃÅ,116.384209,39.900098,110100023098
1100,±±¾©,110100023076019,ÐûÎäÃÅ,116.374314,39.899765,110100023098|110100023076
1100,±±¾©,110100023098015,³¤´»½Ö,116.363355,39.899433,110100023098
1100,±±¾©,110100023098017,¸·³ÉÃÅ,116.356009,39.923686,110100023098
1100,±±¾©,110100023098018,³µ¹«×¯,116.354357,39.932397,110100023098|110100023339
1100,±±¾©,110100023076013,Î÷Ö±ÃÅ,116.355426,39.940474,110100023098|110100023076
1100,±±¾©,110100023076036,Ìì¹¬Ôº,116.319932,39.670342,110100023076
1100,±±¾©,110100023076035,ÉúÎïÒ½Ò©»ùµØ,116.321662,39.686510,110100023076
1100,±±¾©,110100023076034,ÒåºÍ×¯,116.319079,39.712387,110100023076
1100,±±¾©,110100023076033,»Æ´å»ð³µÕ¾,116.332611,39.722966,110100023076
1100,±±¾©,110100023076032,»Æ´åÎ÷´ó½Ö,116.332631,39.731769,110100023076
1100,±±¾©,110100023076031,ÇåÔ´Â·,116.332513,39.742724,110100023076
1100,±±¾©,110100023076030,ÔæÔ°,116.332204,39.753458,110100023076
1100,±±¾©,110100023076029,¸ßÃ×µêÄÏ,116.331605,39.763489,110100023076
1100,±±¾©,110100023076028,¸ßÃ×µê±±,116.330787,39.773547,110100023076
1100,±±¾©,110100023076027,Î÷ºìÃÅ,116.328689,39.789800,110100023076
1100,±±¾©,110100023076026,ÐÂ¹¬,116.365549,39.812592,110100023076|900000079004
1100,±±¾©,110100023076025,¹«ÒæÎ÷ÇÅ,116.370796,39.836135,110100023076
1100,±±¾©,110100023076024,½ÇÃÅÎ÷,116.371154,39.845850,110100023076|110100023282
1100,±±¾©,110100023076023,Âí¼Ò±¤,116.371361,39.853109,110100023076
1100,±±¾©,110100023076022,±±¾©ÄÏÕ¾,116.378963,39.865029,110100023076|900000028907
1100,±±¾©,110100023076021,ÌÕÈ»Í¤,116.374383,39.878470,110100023076
1100,±±¾©,110100023054006,²ËÊÐ¿Ú,116.374425,39.889296,110100023076|110100023054
1100,±±¾©,110100023076017,Áé¾³ºúÍ¬,116.373746,39.915912,110100023076
1100,±±¾©,110100023076016,Î÷ËÄ,116.373332,39.924206,110100023076
1100,±±¾©,110100023076015,Æ½°²Àï,116.372883,39.933949,110100023076|110100023339|900000079004
1100,±±¾©,110100023076014,ÐÂ½Ö¿Ú,116.367742,39.940667,110100023076
1100,±±¾©,110100023076012,¶¯ÎïÔ°,116.339031,39.938250,110100023076
1100,±±¾©,110100023076011,¹ú¼ÒÍ¼Êé¹Ý,116.325190,39.943114,110100023076|110100023116|900000062236
1100,±±¾©,110100023076010,Îº¹«´å,116.323220,39.957904,110100023076
1100,±±¾©,110100023076009,ÈËÃñ´óÑ§,116.321367,39.966956,110100023076
1100,±±¾©,110100023076008,º£µí»Æ×¯,116.317564,39.975996,110100023076|110100023282
1100,±±¾©,110100023076007,ÖÐ¹Ø´å,116.316467,39.983991,110100023076
1100,±±¾©,110100023076006,±±¾©´óÑ§¶«ÃÅ,116.315842,39.992212,110100023076
1100,±±¾©,110100023076005,Ô²Ã÷Ô°,116.310186,39.999662,110100023076
1100,±±¾©,110100023076004,Î÷Ô·,116.290908,39.998258,110100023076|900000062236
1100,±±¾©,110100023076003,±±¹¬ÃÅ,116.277647,40.002373,110100023076
1100,±±¾©,110100023076002,°²ºÓÇÅ±±,116.269956,40.012195,110100023076
1100,±±¾©,110100023100001,ËÎ¼Ò×¯,116.428368,39.845849,110100023100|110100023282|110100023102
1100,±±¾©,110100023100002,Áõ¼ÒÒ¤,116.422119,39.857521,110100023100
1100,±±¾©,110100023100003,ÆÑ»ÆÓÜ,116.423087,39.865584,110100023100|900000028907
1100,±±¾©,110100023100004,ÌìÌ³¶«ÃÅ,116.420833,39.882558,110100023100
1100,±±¾©,110100023054010,´ÅÆ÷¿Ú,116.419940,39.893172,110100023100|110100023054
1100,±±¾©,110100023100008,µÆÊÐ¿Ú,116.417783,39.917113,110100023100
1100,±±¾©,110100023100009,¶«ËÄ,116.417493,39.924370,110100023100|110100023339
1100,±±¾©,110100023100010,ÕÅ×ÔÖÒÂ·,116.417156,39.933592,110100023100
1100,±±¾©,110100023096005,±±ÐÂÇÅ,116.416884,39.940782,110100023100|110100023096
1100,±±¾©,110100023100013,ºÍÆ½Àï±±½Ö,116.418504,39.958734,110100023100
1100,±±¾©,110100023100014,ºÍÆ½Î÷ÇÅ,116.417975,39.968386,110100023100
1100,±±¾©,110100023100015,»ÝÐÂÎ÷½ÖÄÏ¿Ú,116.417537,39.977121,110100023100|110100023282
1100,±±¾©,110100023100016,»ÝÐÂÎ÷½Ö±±¿Ú,116.417028,39.987836,110100023100
1100,±±¾©,110100023070020,´óÍÍÂ·¶«,116.417377,40.003841,110100023100|110100023070
1100,±±¾©,110100023100018,±±Ô·Â·±±,116.418089,40.030436,110100023100
1100,±±¾©,110100023100019,Á¢Ë®ÇÅÄÏ,116.414496,40.041956,110100023100
1100,±±¾©,110100023100020,Á¢Ë®ÇÅ,116.412350,40.053032,110100023100|110100033066
1100,±±¾©,110100023100021,ÌìÍ¨Ô·ÄÏ,116.412661,40.066458,110100023100
1100,±±¾©,110100023100022,ÌìÍ¨Ô·,116.412759,40.075222,110100023100
1100,±±¾©,110100023100023,ÌìÍ¨Ô·±±,116.412888,40.083668,110100023100
1100,±±¾©,110100023339022,Âº³Ç,116.747434,39.902652,110100023339
1100,±±¾©,110100023339023,¶«ÏÄÔ°,116.733850,39.903147,110100023339
1100,±±¾©,110100023339024,ºÂ¼Ò¸®,116.717826,39.903195,110100023339
1100,±±¾©,110100023339025,±±ÔËºÓ¶«,116.707056,39.903268,110100023339
1100,±±¾©,110100023339026,±±ÔËºÓÎ÷,116.688358,39.903024,110100023339
1100,±±¾©,110100023339028,Í¨ÖÝ±±¹Ø,116.661131,39.917962,110100023339
1100,±±¾©,110100023339029,Îï×ÊÑ§ÔºÂ·,116.639316,39.926801,110100023339
1100,±±¾©,110100023339002,²Ý·¿,116.615574,39.924477,110100023339
1100,±±¾©,110100023339003,³£Óª,116.599722,39.925696,110100023339
1100,±±¾©,110100023339004,»ÆÇþ,116.578266,39.924201,110100023339
1100,±±¾©,110100023339005,ñ×ñÍÆÂ,116.563961,39.924021,110100023339
1100,±±¾©,110100023339006,ÇàÄêÂ·,116.517429,39.923168,110100023339
1100,±±¾©,110100023339007,Ê®Àï±¤,116.502045,39.923076,110100023339
1100,±±¾©,110100023339008,½ðÌ¨Â·,116.478115,39.923556,110100023339|900000028907
1100,±±¾©,110100023282019,ºô¼ÒÂ¥,116.461618,39.923337,110100023339|110100023282
1100,±±¾©,110100023339010,¶«´óÇÅ,116.451657,39.923054,110100023339
1100,±±¾©,110100023114002,ÄÏÂà¹ÄÏï,116.404192,39.933848,110100023339|110100023114
1100,±±¾©,110100023339014,±±º£±±,116.386829,39.933247,110100023339
1100,±±¾©,110100023339017,³µ¹«×¯Î÷,116.344082,39.932466,110100023339
1100,±±¾©,110100023339036,¶þÀï¹µ,116.333701,39.932410,110100023339|900000062236
1100,±±¾©,110100023116013,°×Ê¯ÇÅÄÏ,116.325680,39.933022,110100023339|110100023116
1100,±±¾©,110100023339019,»¨Ô°ÇÅ,116.310683,39.932340,110100023339
1100,±±¾©,110100023282043,´ÈÊÙËÂ,116.295467,39.933268,110100023339|110100023282
1100,±±¾©,110100023339021,º£µíÎåÂ·¾Ó,116.276531,39.932584,110100023339
1100,±±¾©,110100023339030,Ìï´å,116.252914,39.929503,110100023339
1100,±±¾©,110100023339031,ÁÎ¹«×¯,116.227292,39.932422,110100023339
1100,±±¾©,110100023339032,Î÷»Æ´å,116.206932,39.933605,110100023339
1100,±±¾©,110100023339033,Ñî×¯,116.187004,39.927850,110100023339
1100,±±¾©,110100023054031,¸ßÂ¥½ð,116.684340,39.863154,110100023054
1100,±±¾©,110100023054030,Èº·¼,116.670792,39.863515,110100023054
1100,±±¾©,110100023054029,ÍòÊ¢¶«,116.657379,39.863491,110100023054
1100,±±¾©,110100023054028,ÍòÊ¢Î÷,116.632160,39.863328,110100023054
1100,±±¾©,110100023054027,ºÚ×¯»§,116.599119,39.858725,110100023054
1100,±±¾©,110100023054026,ÀÉÐÁ×¯,116.569826,39.856496,110100023054
1100,±±¾©,110100023054025,»Æ³§,116.553759,39.848979,110100023054
1100,±±¾©,110100023054022,½¹»¯³§,116.537247,39.855488,110100023054
1100,±±¾©,110100023054021,Ë«ºÏ,116.526836,39.859691,110100023054
1100,±±¾©,110100023054020,ÛÒÍ·,116.511821,39.860728,110100023054
1100,±±¾©,110100023054019,»¶ÀÖ¹È¾°Çø,116.500067,39.866505,110100023054
1100,±±¾©,110100023054018,ÄÏÂ¥è÷×¯,116.501084,39.874578,110100023054
1100,±±¾©,110100023054017,»¯¹¤,116.503439,39.887369,110100023054
1100,±±¾©,110100023054016,°Ù×ÓÍå,116.497768,39.892530,110100023054
1100,±±¾©,110100023054015,´ó½¼Í¤,116.487935,39.893183,110100023054
1100,±±¾©,110100023054014,¾ÅÁúÉ½,116.478879,39.893210,110100023054|900000028907
1100,±±¾©,110100023054013,Ë«¾®,116.461834,39.893512,110100023054|110100023282
1100,±±¾©,110100023054012,¹ãÇþÃÅÍâ,116.448998,39.893648,110100023054
1100,±±¾©,110100023054011,¹ãÇþÃÅÄÚ,116.433877,39.893673,110100023054
1100,±±¾©,110100023054024,ÇÅÍå,116.408464,39.892725,110100023054
1100,±±¾©,110100023054008,ÖéÊÐ¿Ú,116.398372,39.891334,110100023054|110100023114
1100,±±¾©,110100023054007,»¢·»ÇÅ,116.384596,39.889486,110100023054
1100,±±¾©,110100023054023,¹ã°²ÃÅÄÚ,116.358239,39.889418,110100023054
1100,±±¾©,110100023054004,´ï¹ÙÓª,116.335608,39.889898,110100023054|900000062236
1100,±±¾©,110100023054003,Íå×Ó,116.327753,39.889954,110100023054
1100,±±¾©,110100023054002,±±¾©Î÷Õ¾,116.321218,39.894706,110100023054|110100023116
1100,±±¾©,110100023114021,å­º£,116.448982,39.760713,110100023114
1100,±±¾©,110100023114022,µÂÃ¯,116.441467,39.772649,110100023114
1100,±±¾©,110100023114023,Îå¸£ÌÃ,116.423903,39.785046,110100023114
1100,±±¾©,110100023114024,»ð¼ýÍòÔ´,116.418627,39.799287,110100023114
1100,±±¾©,110100023114025,¶«¸ßµØ,116.409427,39.805074,110100023114
1100,±±¾©,110100023114026,ºÍÒå,116.402073,39.814838,110100023114
1100,±±¾©,110100023114027,´óºìÃÅÄÏ,116.401045,39.836715,110100023114
1100,±±¾©,110100023114029,º£»§ÍÍ,116.400301,39.851805,110100023114
1100,±±¾©,110100023114030,Ä¾éØÔ°,116.399839,39.859262,110100023114
1100,±±¾©,110100023114031,ÓÀ¶¨ÃÅÍâ,116.399369,39.867435,110100023114|900000028907
1100,±±¾©,110100023114032,ÌìÇÅ,116.398712,39.881920,110100023114
1100,±±¾©,110100023114036,½ðÓãºúÍ¬,116.411178,39.915387,110100023114
1100,±±¾©,110100023114020,ÖÐ¹úÃÀÊõ¹Ý,116.410803,39.923705,110100023114
1100,±±¾©,110100023114003,Ê²É²º£,116.396219,39.937583,110100023114
1100,±±¾©,110100023114005,°²µÂÀï±±½Ö,116.395145,39.957227,110100023114
1100,±±¾©,110100023114006,°²»ªÇÅ,116.394655,39.968507,110100023114
1100,±±¾©,110100023114007,±±ÍÁ³Ç,116.394193,39.976953,110100023114|110100023282
1100,±±¾©,110100023114008,°ÂÌåÖÐÐÄ,116.393759,39.985837,110100023114
1100,±±¾©,110100023070018,°ÂÁÖÆ¥¿Ë¹«Ô°,116.391758,40.002207,110100023114|110100023070
1100,±±¾©,110100023114010,É­ÁÖ¹«Ô°ÄÏÃÅ,116.392600,40.010122,110100023114
1100,±±¾©,110100023114011,ÁÖÝÍÇÅ,116.372998,40.021906,110100023114
1100,±±¾©,110100023114012,ÓÀÌ©×¯,116.354580,40.037728,110100023114
1100,±±¾©,110100023114013,Î÷Ð¡¿Ú,116.351644,40.046873,110100023114
1100,±±¾©,110100023114014,ÓýÐÂ,116.347328,40.060039,110100023114
1100,±±¾©,110100023114015,»ôÓª,116.360286,40.071857,110100023114|110100033066
1100,±±¾©,110100023114016,»ØÁú¹Û¶«´ó½Ö,116.363025,40.081175,110100023114
1100,±±¾©,110100023114017,Æ½Î÷¸®,116.350425,40.090607,110100023114
1100,±±¾©,110100023114018,ÓýÖªÂ·,116.326992,40.087863,110100023114
1100,±±¾©,110100023114019,ÖìÐÁ×¯,116.313698,40.104297,110100023114|110100023118
1100,±±¾©,110100023092018,¹ù¹«×¯,116.301889,39.814322,110100023116|110100023092
1100,±±¾©,110100023116003,·áÌ¨¿Æ¼¼Ô°,116.297176,39.825233,110100023116
1100,±±¾©,110100023116004,¿ÆâùÂ·,116.297432,39.832480,110100023116
1100,±±¾©,110100023116005,·áÌ¨ÄÏÂ·,116.296552,39.841106,110100023116|900000062236
1100,±±¾©,110100023116006,·áÌ¨¶«´ó½Ö,116.293857,39.855111,110100023116
1100,±±¾©,110100023116007,ÆßÀï×¯,116.294293,39.866981,110100023116|900000028907
1100,±±¾©,110100023116008,ÁùÀïÇÅ,116.302808,39.880239,110100023116|110100023282
1100,±±¾©,110100023116009,ÁùÀïÇÅ¶«,116.315142,39.886886,110100023116
1100,±±¾©,110100023116012,°×¶Ñ×Ó,116.325762,39.923818,110100023116
1100,±±¾©,110100023060002,°Í¹µ,116.293357,39.974414,110100023282|110100023060
1100,±±¾©,110100023282003,ËÕÖÝ½Ö,116.306332,39.975642,110100023282|900000062236
1100,±±¾©,110100023282005,Öª´ºÀï,116.328709,39.976334,110100023282
1100,±±¾©,110100023282006,Öª´ºÂ·,116.339960,39.976476,110100023282
1100,±±¾©,110100023118020,Î÷ÍÁ³Ç,116.354314,39.976372,110100023282|110100023118
1100,±±¾©,110100023282008,Äµµ¤Ô°,116.369844,39.976603,110100023282|900000079004
1100,±±¾©,110100023282009,½¡µÂÃÅ,116.381353,39.976723,110100023282
1100,±±¾©,110100023282011,°²ÕêÃÅ,116.405954,39.977005,110100023282
1100,±±¾©,110100023282013,ÉÖÒ©¾Ó,116.435914,39.977636,110100023282|110100033066
1100,±±¾©,110100023282014,Ì«Ñô¹¬,116.448317,39.973757,110100023282|900000073193
1100,±±¾©,110100023096003,ÈýÔªÇÅ,116.456997,39.961508,110100023282|110100023096
1100,±±¾©,110100023282016,ÁÁÂíÇÅ,116.461794,39.949415,110100023282
1100,±±¾©,110100023282017,Å©ÒµÕ¹ÀÀ¹Ý,116.461724,39.941344,110100023282
1100,±±¾©,110100023282018,ÍÅ½áºþ,116.461806,39.933747,110100023282
1100,±±¾©,110100023282020,½ðÌ¨Ï¦ÕÕ,116.461743,39.916838,110100023282
1100,±±¾©,110100023282023,¾¢ËÉ,116.461325,39.884387,110100023282
1100,±±¾©,110100023282024,ÅË¼ÒÔ°,116.460926,39.875387,110100023282
1100,±±¾©,110100023282025,Ê®ÀïºÓ,116.458103,39.866135,110100023282|900000028907|900000099933
1100,±±¾©,110100023282026,·ÖÖÓËÂ,116.453976,39.852227,110100023282
1100,±±¾©,110100023282027,³ÉÊÙËÂ,116.447531,39.845874,110100023282
1100,±±¾©,110100023282029,Ê¯Áñ×¯,116.414103,39.845905,110100023282
1100,±±¾©,110100023282030,´óºìÃÅ,116.399154,39.845383,110100023282
1100,±±¾©,110100023282031,½ÇÃÅ¶«,116.385649,39.845135,110100023282
1100,±±¾©,110100023282033,²ÝÇÅ,116.351387,39.845869,110100023282|900000079004|900000076659
1100,±±¾©,110100023282034,¼Í¼ÒÃí,116.333381,39.844433,110100023282
1100,±±¾©,110100023092015,Ê×¾­Ã³,116.320202,39.844463,110100023282|110100023092
1100,±±¾©,110100023282036,·áÌ¨Õ¾,116.304501,39.850249,110100023282|900000062236
1100,±±¾©,110100023282037,ÄàÍÝ,116.304173,39.858609,110100023282
1100,±±¾©,110100023282038,Î÷¾Ö,116.304106,39.866676,110100023282|900000028907
1100,±±¾©,110100023282040,Á«»¨ÇÅ,116.310347,39.897867,110100023282
1100,±±¾©,110100023282042,Î÷µöÓãÌ¨,116.298064,39.923481,110100023282
1100,±±¾©,110100023282044,³µµÀ¹µ,116.293818,39.947923,110100023282
1100,±±¾©,110100023282045,³¤´ºÇÅ,116.294255,39.958527,110100023282
1100,±±¾©,110100023282046,»ðÆ÷Óª,116.289058,39.965938,110100023282
1100,±±¾©,900000159716001,Ä£Ê½¿Ú,116.156148,39.933369,900000159716
1100,±±¾©,900000159716003,±±ÐÁ°²,116.164755,39.915456,900000159716
1100,±±¾©,900000159716004,ÐÂÊ×¸Ö,116.164806,39.909610,900000159716
1100,±±¾©,110100033066016,´óÖÓËÂ,116.345139,39.966612,110100033066
1100,±±¾©,110100033066014,ÎåµÀ¿Ú,116.337742,39.992894,110100033066
1100,±±¾©,110100033066013,ÉÏµØ,116.320193,40.033007,110100033066
1100,±±¾©,110100023118014,ÇåºÓÕ¾,116.314961,40.041164,110100033066|110100023118
1100,±±¾©,110100023118008,Î÷¶þÆì,116.306295,40.053034,110100033066|110100023118
1100,±±¾©,110100033066011,ÁúÔó,116.319429,40.070882,110100033066
1100,±±¾©,110100033066010,»ØÁú¹Û,116.336116,40.070800,110100033066
1100,±±¾©,110100033066007,±±Ô·,116.434518,40.042997,110100033066
1100,±±¾©,110100023070002,Íû¾©Î÷,116.449884,39.995724,110100033066|110100023070
1100,±±¾©,110100033066004,¹âÎõÃÅ,116.431761,39.968337,110100033066
1100,±±¾©,110100033066003,Áø·¼,116.432728,39.958157,110100033066
1100,±±¾©,900000028907001,ÉÆ¸÷×¯,116.478195,40.027160,900000028907
1100,±±¾©,900000028907002,À´¹ãÓª,116.466999,40.020430,900000028907
1100,±±¾©,900000028907003,¶«ºþÇþ,116.467415,40.010566,900000028907
1100,±±¾©,110100023070003,Íû¾©,116.469409,39.998521,900000028907|110100023070
1100,±±¾©,900000028907005,¸·Í¨,116.471544,39.991835,900000028907
1100,±±¾©,900000028907006,Íû¾©ÄÏ,116.481880,39.984670,900000028907
1100,±±¾©,900000028907008,½«Ì¨,116.490213,39.971026,900000028907
1100,±±¾©,900000028907009,¶«·ç±±ÇÅ,116.485919,39.958375,900000028907
1100,±±¾©,900000028907010,ÔæÓª,116.474947,39.944132,900000028907
1100,±±¾©,900000028907011,³¯Ñô¹«Ô°,116.478291,39.933492,900000028907
1100,±±¾©,900000028907016,Æ½ÀÖÔ°,116.477307,39.885275,900000028907
1100,±±¾©,900000028907017,±±¹¤´óÎ÷ÃÅ,116.477282,39.875294,900000028907
1100,±±¾©,900000028907020,·½×¯,116.440244,39.865864,900000028907
1100,±±¾©,900000028907022,¾°Ì©,116.411026,39.865250,900000028907
1100,±±¾©,900000028907026,¾°·çÃÅ,116.366033,39.862631,900000028907|900000079004
1100,±±¾©,900000028907027,Î÷ÌúÓª,116.355953,39.861358,900000028907
1100,±±¾©,900000028907028,²Ë»§Óª,116.342444,39.867627,900000028907
1100,±±¾©,900000028907029,ÀöÔóÉÌÎñÇø,116.331268,39.867718,900000028907
1100,±±¾©,900000028907030,¶«¹ÜÍ·,116.321197,39.867570,900000028907
1100,±±¾©,900000028907033,´ó¾®,116.276061,39.865226,900000028907
1100,±±¾©,900000028907034,¹ù×¯×Ó,116.253068,39.864841,900000028907
1100,±±¾©,900000028907035,´óÍßÒ¤,116.240480,39.859470,900000028907
1100,±±¾©,900000028907036,Ô°²©Ô°,116.201643,39.861328,900000028907
1100,±±¾©,900000028907037,ÕÅ¹ù×¯,116.187193,39.858100,900000028907
1100,±±¾©,110100023070014,Ùº²®,116.684732,40.132573,110100023070
1100,±±¾©,110100023070013,Ë³Òå,116.657023,40.129994,110100023070
1100,±±¾©,110100023070012,Ê¯ÃÅ,116.641117,40.129802,110100023070
1100,±±¾©,110100023070011,ÄÏ·¨ÐÅ,116.609535,40.128478,110100023070
1100,±±¾©,110100023070010,ºóÉ³Óø,116.564211,40.114127,110100023070
1100,±±¾©,110100023070009,»¨Àæ¿²,116.557593,40.084436,110100023070
1100,±±¾©,110100023070008,¹úÕ¹,116.555127,40.070030,110100023070
1100,±±¾©,110100023070007,ËïºÓ,116.534700,40.045113,110100023070
1100,±±¾©,110100023070006,ÂíÈªÓª,116.503480,40.033721,110100023070
1100,±±¾©,110100023070005,´Þ¸÷×¯,116.492968,40.022201,110100023070
1100,±±¾©,110100023070004,Íû¾©¶«,116.487105,40.003200,110100023070
1100,±±¾©,110100023070021,¹Ø×¯,116.430947,40.001134,110100023070
1100,±±¾©,110100023070019,°²Á¢Â·,116.407845,40.002619,110100023070
1100,±±¾©,110100023070017,±±É³Ì²,116.368143,40.001492,110100023070
1100,±±¾©,110100023070016,ÁùµÀ¿Ú,116.352750,40.000044,110100023070|110100023118
1100,±±¾©,110100023070015,Çå»ª¶«Â·Î÷¿Ú,116.339530,40.000673,110100023070
1100,±±¾©,900000062236001,±±°²ºÓ,116.130428,40.068128,900000062236
1100,±±¾©,900000062236002,ÎÂÑôÂ·,116.161361,40.068516,900000062236
1100,±±¾©,900000062236003,µ¾ÏãºþÂ·,116.188145,40.068936,900000062236
1100,±±¾©,900000062236004,ÍÍµè,116.215850,40.068454,900000062236
1100,±±¾©,900000062236005,ÓÀ·á,116.238481,40.071868,900000062236
1100,±±¾©,900000062236006,ÓÀ·áÄÏ,116.248154,40.065575,900000062236
1100,±±¾©,900000062236007,Î÷±±Íú,116.257923,40.048703,900000062236
1100,±±¾©,900000062236008,ÂíÁ¬ÍÝ,116.272520,40.032637,900000062236
1100,±±¾©,900000062236009,Å©´óÄÏÂ·,116.282272,40.021398,900000062236
1100,±±¾©,900000062236011,ÍòÈªºÓÇÅ,116.300157,39.985067,900000062236
1100,±±¾©,900000062236013,ËÕÖÝÇÅ,116.308092,39.962052,900000062236
1100,±±¾©,900000062236014,ÍòÊÙËÂ,116.309904,39.947773,900000062236
1100,±±¾©,900000062236017,¸Ê¼Ò¿Ú,116.334534,39.923392,900000062236
1100,±±¾©,900000062236018,ÓñÔ¨Ì¶¶«ÃÅ,116.334546,39.914042,900000062236
1100,±±¾©,900000062236021,ºìÁ«ÄÏÂ·,116.336668,39.877533,900000062236
1100,±±¾©,110100023092014,¶«¹ÜÍ·ÄÏ,116.323133,39.855638,900000062236|110100023092
1100,±±¾©,900000062236026,¸»·áÇÅ,116.287023,39.836228,900000062236
1100,±±¾©,900000062236027,¿´µ¤,116.272519,39.834910,900000062236
1100,±±¾©,900000062236028,ÓÜÊ÷×¯,116.258964,39.838742,900000062236
1100,±±¾©,900000062236029,ºéÌ©×¯,116.249321,39.848538,900000062236
1100,±±¾©,900000062236030,ÍðÆ½³Ç,116.229571,39.849056,900000062236
1100,±±¾©,900000099933003,ÖÜ¼Ò×¯,116.476361,39.856706,900000099933
1100,±±¾©,900000099933004,Ê®°ËÀïµê,116.495847,39.844300,900000099933
1100,±±¾©,900000099933005,±±ÉñÊ÷,116.552752,39.818664,900000099933
1100,±±¾©,900000099933006,´ÎÇþ±±,116.576670,39.809390,900000099933
1100,±±¾©,110100023102002,´ÎÇþ,116.591563,39.803550,900000099933|110100023102
1100,±±¾©,900000099933008,¼Î»áºþ,116.610278,39.792539,900000099933
1100,±±¾©,900000073193001,Î´À´¿ÆÑ§³Ç±±,116.469058,40.130292,900000073193
1100,±±¾©,900000073193002,Î´À´¿ÆÑ§³Ç,116.466838,40.115628,900000073193
1100,±±¾©,900000073193003,ÌìÍ¨Ô·¶«,116.442336,40.068873,900000073193
1100,±±¾©,900000073193004,ÇåºÓÓª,116.442102,40.050784,900000073193
1100,±±¾©,900000073193005,ºì¾üÓª,116.441797,40.033722,900000073193
1100,±±¾©,900000073193008,Î÷°ÓºÓ,116.439334,39.964825,900000073193
1100,±±¾©,900000073193009,×ó¼Ò×¯,116.442720,39.949968,900000073193
1100,±±¾©,900000058113002,¹¤ÈËÌåÓý³¡,116.450455,39.934222,900000073193
1100,±±¾©,900000079004002,ÐÂ·¢µØ,116.346333,39.823455,900000079004
1100,±±¾©,900000079004005,Å£½Ö,116.363481,39.889605,900000079004
1100,±±¾©,900000079004006,Ì«Æ½ÇÅ,116.363245,39.909755,900000079004
1100,±±¾©,900000077547014,±±Ì«Æ½×¯,116.370070,39.968793,900000079004
1100,±±¾©,110100023118009,²ýÆ½Î÷É½¿Ú,116.195371,40.244624,110100023118
